Lander,1892-01-01,-10.28
Lander,1892-01-02,-6.67
Lander,1892-01-03,0.56
Lander,1892-01-04,3.89
Lander,1892-01-05,-9.17
Lander,1892-01-06,-15.56
Lander,1892-01-07,-6.11
Lander,1892-01-08,-11.67
Lander,1892-01-09,-12.22
Lander,1892-01-01,-10.28
Lander,1892-01-02,-6.67
Lander,1892-01-03,0.56
Lander,1892-01-04,3.89
Lander,1892-01-05,-9.17
Lander,1892-01-06,-15.56
Lander,1892-01-07,-6.11
Lander,1892-01-08,-11.67
Lander,1892-01-09,-12.22
